Id,logId,start_time,end_time,recorded_minutes,code_1_minutes,code_2_minutes,code_3_minutes
5553957443,11402087310,2016-04-14 23:11:30,2016-04-15 05:59:30,409,377,29,3
5553957443,11427859713,2016-04-15 23:05:00,2016-04-16 09:19:00,615,583,31,1
5553957443,11427859714,2016-04-16 11:17:00,2016-04-16 12:27:00,71,68,3,0
5553957443,11427859715,2016-04-17 02:19:30,2016-04-17 09:00:30,402,350,51,1
5553957443,11427859716,2016-04-17 23:11:30,2016-04-18 06:40:30,450,433,17,0
5553957443,11436643042,2016-04-18 13:25:00,2016-04-18 14:55:00,91,87,2,2
5553957443,11436643044,2016-04-18 22:00:00,2016-04-19 04:49:00,410,357,45,8
5553957443,11454606896,2016-04-19 23:12:00,2016-04-20 10:29:00,678,658,16,4
5553957443,11454606897,2016-04-20 22:56:30,2016-04-21 06:06:30,431,399,27,5
5553957443,11458247463,2016-04-21 23:55:30,2016-04-22 05:47:30,353,322,30,1
5553957443,11481403120,2016-04-23 00:39:30,2016-04-23 10:51:30,613,534,70,9
5553957443,11481403121,2016-04-23 13:23:30,2016-04-23 15:14:30,112,97,10,5
5553957443,11481403122,2016-04-24 00:45:30,2016-04-24 10:12:30,568,484,76,8
5553957443,11481403123,2016-04-24 14:56:30,2016-04-24 16:07:30,72,69,3,0
5553957443,11481403124,2016-04-24 22:06:30,2016-04-25 05:53:30,468,433,33,2
5553957443,11489047768,2016-04-25 22:29:00,2016-04-26 06:01:00,453,412,40,1
5553957443,11496635316,2016-04-26 23:28:30,2016-04-27 05:58:30,391,347,42,2
5553957443,11506295004,2016-04-27 22:23:30,2016-04-28 05:59:30,457,421,36,0
5553957443,11512318711,2016-04-28 21:55:30,2016-04-29 06:09:30,495,450,39,6
5553957443,11534854776,2016-04-29 23:31:00,2016-04-30 11:34:00,724,666,49,9
5553957443,11534854777,2016-04-30 15:40:30,2016-04-30 17:38:30,119,109,8,2
5553957443,11534854778,2016-04-30 23:24:00,2016-05-01 09:36:00,613,553,48,12
5553957443,11534854779,2016-05-01 16:11:00,2016-05-01 17:23:00,73,69,1,3
5553957443,11534854780,2016-05-01 22:03:00,2016-05-02 05:53:00,471,409,48,14
5553957443,11562080784,2016-05-02 22:17:30,2016-05-03 05:25:30,429,380,46,3
5553957443,11562080785,2016-05-04 00:30:30,2016-05-04 08:19:30,470,447,20,3
5553957443,11562080786,2016-05-04 22:25:00,2016-05-05 06:08:00,464,419,39,6
5553957443,11568062398,2016-05-05 22:55:30,2016-05-06 06:08:30,434,400,28,6
5553957443,11586139608,2016-05-06 23:09:00,2016-05-07 06:58:00,470,442,27,1
5553957443,11586139609,2016-05-07 23:37:00,2016-05-08 09:44:00,608,568,34,6
5553957443,11586139610,2016-05-08 21:51:30,2016-05-09 06:04:30,494,453,31,10
5553957443,11610084415,2016-05-09 22:44:00,2016-05-10 06:06:00,443,418,17,8
5553957443,11610084416,2016-05-11 00:20:30,2016-05-11 08:25:30,486,463,22,1
5553957443,11613774989,2016-05-11 21:49:30,2016-05-12 05:43:30,475,438,34,3
5577150313,11376928526,2016-04-11 22:41:00,2016-04-12 05:58:00,438,419,17,2
5577150313,11386029591,2016-04-12 22:09:00,2016-04-13 05:46:00,458,432,23,3
5577150313,11403402175,2016-04-13 21:33:00,2016-04-14 05:49:00,497,477,15,5
5577150313,11403402176,2016-04-14 22:16:30,2016-04-15 05:08:30,413,392,18,3
5577150313,11454678553,2016-04-15 22:53:00,2016-04-16 06:17:00,445,406,19,20
5577150313,11454678554,2016-04-16 20:48:00,2016-04-17 06:30:00,583,549,30,4
5577150313,11454678555,2016-04-17 21:52:00,2016-04-18 07:04:00,553,527,23,3
5577150313,11454678556,2016-04-18 22:04:00,2016-04-19 05:48:00,465,449,16,0
5577150313,11454678557,2016-04-19 22:04:00,2016-04-20 06:03:00,480,447,30,3
5577150313,11454678558,2016-04-20 22:33:30,2016-04-21 05:49:30,437,414,20,3
5577150313,11460146661,2016-04-21 23:00:30,2016-04-22 05:05:30,366,338,17,11
5577150313,11501330825,2016-04-22 23:41:30,2016-04-23 06:22:30,402,384,16,2
5577150313,11501330826,2016-04-23 21:21:30,2016-04-24 07:35:30,615,543,56,16
5577150313,11501330827,2016-04-24 21:38:30,2016-04-25 05:18:30,461,421,37,3
5577150313,11501330828,2016-04-25 22:55:30,2016-04-26 05:11:30,377,354,21,2
5577150313,11501330829,2016-04-26 22:02:00,2016-04-27 05:33:00,452,424,27,1
5577150313,11506820877,2016-04-27 22:56:00,2016-04-28 05:07:00,372,361,11,0
5577150313,11516051366,2016-04-28 21:31:30,2016-04-29 05:35:30,485,459,23,3
